C00345	#a8ddb5	W10
C01225	#a8ddb5	W10
C13890	#a8ddb5	W10
C02979	#a8ddb5	W10
C06056	#a8ddb5	W10
C07086	#a8ddb5	W10
C01143	#a8ddb5	W10
C00447	#a8ddb5	W10
C00149	#a8ddb5	W10
C00184	#a8ddb5	W10
C00670	#a8ddb5	W10
C12144	#a8ddb5	W10
C01102	#a8ddb5	W10
C00475	#a8ddb5	W10
C04133	#a8ddb5	W10
C03287	#a8ddb5	W10
C00063	#a8ddb5	W10
C06055	#a8ddb5	W10
C00577	#a8ddb5	W10
C00362	#a8ddb5	W10
C00144	#a8ddb5	W10
C00364	#a8ddb5	W10
C02291	#a8ddb5	W10
C00155	#a8ddb5	W10
C00105	#a8ddb5	W10
C00365	#a8ddb5	W10
C00130	#a8ddb5	W10
C00239	#a8ddb5	W10
C01204	#a8ddb5	W10
C03082	#a8ddb5	W10
C03492	#a8ddb5	W10
C01081	#a8ddb5	W10
C04556	#a8ddb5	W10
C00042	#a8ddb5	W10
C04036	#a8ddb5	W10
C00460	#a8ddb5	W10
C00081	#a8ddb5	W10
C00075	#a8ddb5	W10
C00044	#a8ddb5	W10
C00286	#a8ddb5	W10
C00458	#a8ddb5	W10
C00459	#a8ddb5	W10
C00160	#a8ddb5	W10
C00864	#a8ddb5	W10
C03031	#a8ddb5	W10
C03104	#a8ddb5	W10
C00418	#a8ddb5	W10
C04752	#a8ddb5	W10
C01345	#a8ddb5	W10
C00235	#a8ddb5	W10
C00236	#a8ddb5	W10
C21214	#a8ddb5	W10
C00033	#a8ddb5	W10
C01344	#a8ddb5	W10
C03736	#a8ddb5	W10
C03028	#a8ddb5	W10
C01762	#a8ddb5	W10
C00655	#a8ddb5	W10
C00054	#a8ddb5	W10
C00163	#a8ddb5	W10
C00141	#a8ddb5	W10
C03916	#a8ddb5	W10
C00018	#a8ddb5	W10
C06193	#a8ddb5	W10
C01368	#a8ddb5	W10
C00647	#a8ddb5	W10
C00412	#a8ddb5	W10
C00214	#a8ddb5	W10
C01367	#a8ddb5	W10
C06423	#a8ddb5	W10
C01245	#a8ddb5	W10
C03150	#a8ddb5	W10
C00154	#a8ddb5	W10
C00455	#a8ddb5	W10
C00559	#a8ddb5	W10
C07328	#a8ddb5	W10
C02593	#a8ddb5	W10
C00331	#a8ddb5	W10
C01168	#a8ddb5	W10
C01185	#a8ddb5	W10
C00058	#a8ddb5	W10
C04102	#a8ddb5	W10
C00250	#a8ddb5	W10
C04454	#a8ddb5	W10
C00534	#a8ddb5	W10
C00294	#a8ddb5	W10
C05925	#a8ddb5	W10
C01284	#a8ddb5	W10
C00526	#a8ddb5	W10
C00881	#a8ddb5	W10
C01832	#a8ddb5	W10
C00136	#a8ddb5	W10
C04732	#a8ddb5	W10
C05274	#a8ddb5	W10
C04874	#a8ddb5	W10
C00946	#a8ddb5	W10
C00330	#a8ddb5	W10
C11555	#a8ddb5	W10
C03232	#a8ddb5	W10
C13880	#a8ddb5	W10
C01272	#a8ddb5	W10
C00988	#a8ddb5	W10
C01944	#a8ddb5	W10
C14710	#a8ddb5	W10
C00493	#a8ddb5	W10
C01595	#a8ddb5	W10
C00053	#a8ddb5	W10
C00224	#a8ddb5	W10
C00209	#a8ddb5	W10
C00314	#a8ddb5	W10
C13888	#a8ddb5	W10
C03175	#a8ddb5	W10
C00954	#a8ddb5	W10
C00882	#a8ddb5	W10
C01279	#a8ddb5	W10
C12292	#a8ddb5	W10
C00511	#a8ddb5	W10
C03461	#a8ddb5	W10
C04327	#a8ddb5	W10
C02041	#a8ddb5	W10
C00627	#a8ddb5	W10
C04294	#a8ddb5	W10
C16529	#a8ddb5	W10
C18319	#a8ddb5	W10
C00100	#a8ddb5	W10
C00378	#a8ddb5	W10
C06033	#a8ddb5	W10
C16502	#a8ddb5	W10
C00283	#a8ddb5	W10
