smile,score,sim_smile,inchikey0
CCCCCCCCCCCCCCCCCCCCCC(O)C(O)C(=O)NC(COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1OC1OC(COP(=O)(O)OC2C(O)C(O)C(O)C(O)C2O)C(O)C(O)C1O)C(O)C(O)CCCCCCCCCCCCCC,1,,WIOUEBUIPRZJNK
OC[C@H]1O[C@@H](OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C2=CC(O)=C(O)C(O)=C2)[C@H](O)[C@@H](O)[C@@H]1O,1,,FOHXFLPXBUAOJM
CCCCCCCCCC=O,1,,KSMVZQYAVGTKIV
O[C@@H]1[C@@H](O)C(OC2=C(OC3=C(C(O)=CC(O)=C3)C2=O)C2=CC=C(O)C=C2)O[C@@H]([C@H]1O)C(O)=O,1,,FNTJVYCFNVUBOL
NC(CCCCNC(CCC(=O)O)C(=O)O)C(=O)O,1,,ZDGJAHTZVHVLOT
CC(=O)NC(CCC(=O)O)C(=O)O,1,,RFMMMVDNIPUKGG
Cc1cccc(O)c1,1,,RLSSMJSEOOYNOY
O=C(O)CC(=O)C(=O)O,1,,KHPXUQMNIQBQEV
O=CCC(O)C(O)C(O)COP(=O)(O)O,1,,MBPFNOMGYSRGQZ
CSCCC(NC(C)=O)C(=O)O,1,,XUYPXLNMDZIRQH
[Cl-].[NH4+],1,,NLXLAEXVIDQMFP
CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)NC(COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1OC1OC(COP(=O)(O)OC2C(O)C(O)C(O)C(O)C2O)C(O)C(O)C1O)C(O)CCCCCCCCCCCCCCC,1,,UWNGTCLGBRQASV
CCCCC=CCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC(O)COP(=O)(O)OCC(COC(=O)CCCCCCCC=CCCCCCC)OC(=O)CCCCCCCCCC=CCCCC)OC(=O)CCCCCCCCCCCCCCCCC,1,,CSUICBBAYLEMFZ
CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)(O)OP(=O)(O)O,1,,NTXGVHCCXVHYCL
CCCCCCCCC=CCCCC=CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,1,,YQARRKBGBKPBCX
CC1OC(n2cnc3c(N)ncnc32)C(O)C1O,1,,XGYIMTFOTBMPFP
O=C(O)C=CC(=O)CC(=O)O,1,,SOXXPQLIZIPMIZ
O=P(O)(O)OC1OC(CO)C(O)C1O,1,,YXJDFQJKERBOBM
CCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OCC(O)COP(=O)(O)OCC(COC(=O)CCCCCCCCCC=CCCCCCC)OC(=O)CCCCCCCC=CCCCCCCCC,1,,MAQAZRFRYNKYHL
Nc1ccn(C2OC(CO)C(O)C2O)c(=O)n1,1,,UHDGCWIWMRVCDJ
O=P(O)(O)OCC1OC(O)(CO)C(O)C(O)C1O,1,,CBIDVWSRUUODHL
CC(C)=CCCC(C)C1CCC2C3=C(CCC21C)C1(C)CCC(O)C(C)C1CC3,1,,FOUJWBXBKVVHCJ
CCCCC=CCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC(O)CO)OC(=O)CCCCCCCCCCCCCCCCC,1,,SYFAESDADSTGRB
Nc1nc2c(c(=O)[nH]1)N=C(CNc1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1)CN2,1,,OZRNSSUDZOLUSN
O[C@@H]1[C@@H](COC(O)=O)O[C@@H](OC2=C([O+]=C3C=C(O)C=C(O)C3=C2)C2=CC(O)=C(O)C=C2)[C@H](O)[C@H]1O,1,,NMJUVBIVUMUPEF
N=C(O)CCCCC(S)CCS,1,,VLYUGYAKYZETRF
CCCCCCC=CCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC(O)COP(=O)(O)OCC(COC(=O)CCCCCCCC=CCCCCCC)OC(=O)CCCCCCCCCC=CCCCCCC)OC(=O)CCCCCCCCCC=CCCCCCC,1,,RVFOFBDVSIUZIY
O=C([O-])CC(O)C(=O)[O-],1,,BJEPYKJPYRNKOW
N=c1nc([O-])c2c([nH]1)NCC(COP(=O)(O)OP(=O)([O-])[O-])=N2,1,,FCQGJGLSOWZZON
COC(=O)c1ccc(O)c(OC)c1,1,,BVWTXUYLKBHMOX
CC(C)(COP(=O)(O)O)C(O)C(=O)NCCC(=O)O,1,,XHFVGHPGDLDEQO
CCCCC=CCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC(O)COP(=O)(O)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCC=CCCCC)OC(=O)CCCCCCCCCC=CCCCC,1,,UHCOJKKQIJUENU
O=C(O)c1cccnc1,1,,PVNIIMVLHYAWGP
CCCCC=CCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC(O)COP(=O)(O)OCC(COC(=O)CCCCCCCCCC=CCCCC)OC(=O)CCCCCCCCCC=CCCCCCC)OC(=O)CCCCCCCC=CCCCCCC,1,,FJMPHIGLQZEZGS
C[SeH],1,,APKHDKJWSHYLEU
Nc1ccc(C(=O)O)cc1,1,,ALYNCZNDIQEVRV
CCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)([O-])[O-],1,,SCNLPRDASXIFJK
CC1(CC(=O)O)C2=CC3=NC(=Cc4c(CCC(=O)O)c(CC(=O)O)c5n4[Fe]N2C(=CC2=NC(=C5)C(CCC(=O)O)C2(C)CC(=O)O)C1CCC(=O)O)C(CCC(=O)O)=C3CC(=O)O,1,,DLKSSIHHLYNIKN
O=C=O,1,,CURLTUGMZLYLDI
CCCCOC(C)=O,1,,DKPFZGUDAPQIHT
O=Cc1cccc(O)c1,1,,IAVREABSGIHHMO
O=C(O)CCCCC1SCC2NC(=O)NC21,1,,YBJHBAHKTGYVGT
CCCCCCCCCCCCCCCC(O)C(N)CO,1,,OTKJDMGTUTTYMP
CCC(C)(O)C(O)C(=O)O,1,,PDGXJDXVGMHUIR
CCCCC=CCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC(O)COP(=O)(O)OCC(COC(=O)CCCCCCCC=CCCCCCC)OC(=O)CCCCCCCCCC=CCCCC)OC(=O)CCCCCCCC=CCCCCCCCC,1,,GZMBNDVAMYUSDL
CCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OP(=O)(O)OCC1OC(n2ccc(N)nc2=O)C(O)C1O,1,,PQSHMALAWALIIC
Cc1ccc(C(=O)O)c(C)c1,1,,BKYWPNROPGQIFZ
COc1cc(C=O)ccc1OCc1ccccc1,1,,JSHLOPGSDZTEGQ
Nc1nc2c(c(=O)[nH]1)[N+]1=CN(c3ccc(C(=O)NC(CCC(=O)O)C(=O)[O-])cc3)CC1CN2,1,,MEANFMOQMXYMCT
C=Cc1ccccc1,1,,PPBRXRYQALVLMV
O=P1(O)OCC2OC(n3cnc4c(O)ncnc43)C(O)C2O1,1,,DMJWGQPYNRPLGA
CCCCCCCCCCCCCCCCCCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,1,,VOMUIFOBQMYJPJ
O=C(CO)C(O)C(O)COP(=O)(O)O,1,,FNZLKVNUWIIPSJ
C=Cc1ccc(O)cc1,1,,FUGYGGDSWSUORM
CCCCCCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,1,,IQNFBGHLIVBNOU
CCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,1,,NFOYYXQAVVYWKV
NC1C(O)OC(COP(=O)(O)O)C(O)C1O,1,,XHMJOUIAFHJHBW
O=C(O)C(=O)Cc1c[nH]c2ccccc12,1,,RSTKLPZEZYGQPY
CCCCC=CCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC(O)COP(=O)(O)OCC(COC(=O)CCCCCCCC=CCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCC=CCCCC,1,,LTBBMLDFRJAFKE
CC(C)CCO,1,,PHTQWCKDNZKARW
O=C([O-])c1ccccc1,1,,WPYMKLBDIGXBTP
Oc1ccc(O)cc1,1,,QIGBRXMKCJKVMJ
COC(=O)C(O)C(C(=O)[O-])C(C)C,1,,YFUPBIBIDVFELV
O=P(O)(O)OC(CO)CO,1,,DHCLVCXQIBBOPH
CCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OCC(O)COP(=O)(O)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCC=CCCCCCC,1,,ZDJOJCREINQZEV
O=C([O-])C(O)C(O)C(O)C(=O)CO,1,,IZSRJDGCGRAUAR
CCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)([O-])OC1C(O)C(O)C(O)C(O)C1O,1,,QAWXBJDYTIBLRK
CCCCCCCCCCCCCCCCCCCCCCCC(=O)NC(COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O)C(O)C(O)CCCCCCCCCCCCCC,1,,XALIYEYAGRETKK
CCOC(=O)c1ccc(OCC)cc1,1,,HRAQMGWTPNOILP
CCCCCCCCC=CCCCCCCCC(=O)OC1CCC2(C)C3=C(CCC2C1)C1CCC(C(C)CCC=C(C)C)C1(C)CC3,1,,UQDRGTMESOOVKB
CCCCC=CCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC(O)COP(=O)(O)OCC(COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCC=CCCCCCC)OC(=O)CCCCCCCCCC=CCCCC,1,,ZKUFEEYTSXWOJH
NC(=O)CCCCC(S)CCSC(=O)CCC(=O)O,1,,KWKBJWYJJBQOAE
O=c1ccn(C2OC(COP(=O)(O)O)C(O)C2O)c(=O)[nH]1,1,,DJJCXFVJDGTHFX
CC(O)C(O)C1CN=C2N=C(N)NC(=O)C2(O)N1,1,,KJKIEFUPAPPGBC
CCCCCCC=CCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCC=CCCCCCCCC)OC(=O)CCCCCCCC=CCCCCCC,1,,OGWGRVYSSZTIHF
CCCCC=CCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC(O)COP(=O)(O)OCC(COC(=O)CCCCCCCCCC=CCCCCCC)OC(=O)CCCCCCCC=CCCCCCCCC)OC(=O)CCCCCCCC=CCCCCCCCC,1,,GTAZSRIRDJCRIZ
O=C(O)CCC(O)(CC(=O)O)C(=O)O,1,,XKJVEVRQMLKSMO
CCCCCCCCCCCCCCCC(=O)OCC(O)COP(=O)([O-])OCC([NH3+])C(=O)[O-],1,,XIVOBOJQPNEUSC
CCCCCCCCCCCCCCC(O)C(O)C(N)COP(=O)(O)O,1,,AYGOSKULTISFCW
CCCCO,1,,LRHPLDYGYMQRHN
O=C1C=CC(=O)C=C1,1,,AZQWKYJCGOJGHM
Cc1ncsc1CCO,1,,BKAWJIRCKVUVED
CCCCCCCCCCCCCCCCCCCCCCCC(O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,1,,GBMJOTOUUWGTIA
[Cu+2],1,,JPVYNHNXODAKFH
Nc1c(NCC(O)C(O)C(O)CO)[nH]c(=O)[nH]c1=O,1,,XKQZIXVJVUPORE
CCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)(O)OCC(O)COP(=O)(O)OCC(COC(=O)CCCCCCCC=CCCCCCCCC)OC(=O)CCCCCCCC=CCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,1,,JPNGCRJMCMSRQT
O=C(CO)C(O)C(O)C(O)COP(=O)(O)O,1,,GSXOAOHZAIYLCY
Cc1ncc(COP(=O)(O)O)c(N)n1,1,,PKYFHKIYHBRTPI
CSCC(O)C(O)C(=O)COP(=O)(O)O,1,,CNSJRYUMVMWNMC
CCCCCCCCCCCCCCCCCCCCCCCC(=O)NC(COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1OC1OC(COP(=O)(O)OC2C(O)C(O)C(O)C(O)C2O)C(O)C(O)C1O)C(O)CCCCCCCCCCCCCCC,1,,JDYOTZJYALHJPI
Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)OCC2OC(n3cnc4c(N)ncnc43)C(O)C2O)C(O)C1O,1,,QCICUPZZLIQAPA
CCCCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OCCN(C)C,1,,KRJGYQKRUIVUNY
O=C(O)C(O)C(O)C(O)C(O)COP(=O)(O)O,1,,BIRSGZKFKXLSJQ
C1=Cc2cc3ccc(cc4ccc(cc5nc(cc1n2)C=C5)[nH]4)[nH]3,1,,JZRYQZJSTWVBBD
O=CCc1cnc[nH]1,1,,MQSRGWNVEZRLDK
O=C(O)C=Cc1ccc(O)c(O)c1,1,,QAIPRVGONGVQAS
CCCCCCC=CCCCCCCCC(=O)O,1,,SECPZKHBENQXJG
Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(CC(O)C(O)C(O)COP(=O)(O)O)c2cc1C,1,,FVTCRASFADXXNN
CCCCC=CCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC(O)COP(=O)(O)OCC(COC(=O)CCCCCCCC=CCCCCCCCC)OC(=O)CCCCCCCC=CCCCCCCCC)OC(=O)CCCCCCCCCC=CCCCCCC,1,,YIOVATNWMDPQBI
O=S=O,1,,RAHZWNYVWXNFOC
CCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OCC(O)COP(=O)(O)OCC(COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCC=CCCCCCCCC,1,,HHSMBUIAFQGBAJ
NCCc1ccc(O)cc1,1,,DZGWFCGJZKJUFP
NC(Cc1ccccc1)C(=O)O,1,,COLNVLDHVKWLRT
CCCCCCCCC=CCCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCCC=CCCCCCCCC,1,,AFSHUZFNMVJNKX
CC(=O)OCCC(C)C,1,,MLFHJEHSLIIPHL
CCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OCCN,1,,CZOSTDZGCCEZTJ
O=C(O)C1=CC(=O)C(O)C(O)C1,1,,SLWWJZMPHJJOPH
O=P(O)(O)OC1C(O)C(O)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O,1,,UJXBXUSHOWRLIG
O=C(O)CCc1c2[nH]c(c1CC(=O)O)Cc1[nH]c(c(CC(=O)O)c1CCC(=O)O)Cc1[nH]c(c(CC(=O)O)c1CCC(=O)O)Cc1[nH]c(c(CCC(=O)O)c1CC(=O)O)C2,1,,HUHWZXWWOFSFKF
CCCCCCCCCCCCCCCCCCCCCCCCC(O)C(=O)NC(COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1OC1OC(COP(=O)(O)OC2C(O)C(O)C(O)C(O)C2O)C(O)C(O)C1O)C(O)CCCCCCCCCCCCCCC,1,,KQAGNTYMDLIIEG
O=P(O)(O)OC1C(O)C(O)C(O)C(O)C1OP(=O)(O)O,1,,MCKAJXMRULSUKI
CCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COP(=O)(O)OCC(N)C(=O)O,1,,JSCZUPSIMWRJHP
NCCCC(=O)O,1,,BTCSSZJGUNDROE
NC(CCCC(N)C(=O)O)C(=O)O,1,,GMKMEZVLHJARHF
CCCCC=CCCCCCCCCCC(=O)OCC(COP(=O)(O)OP(=O)(O)OCC1OC(n2ccc(N)nc2=O)C(O)C1O)OC(=O)CCCCCCCCCCCCCCCCC,1,,RNNDIDCTYRXCDB
Nc1nc2c(ncn2C2OC(CO)C(O)C2OP(=O)(O)O)c(=O)[nH]1,1,,WTIFIAZWCCBCGE
O=c1ccn(C2CC(O)C(COP(=O)(O)O)O2)c(=O)[nH]1,1,,JSRLJPSBLDHEIO
CC(C)=CCCC(C)C1CCC2C3=C(CCC21C)C1(C)CCC(O)CC1CC3,1,,CGSJXLIKVBJVRY
Nc1ncnc2c1ncn2C1OC(CO)C(O)C1OP(=O)(O)O,1,,QDFHPFSBQFLLSW
OCCc1ccccc1,1,,WRMNZCZEMHIOCP
C=Cc1c(C)c2cc3nc(cc4[n-]c(cc5nc(cc1[n-]2)C(C)=C5CCC(=O)O)c(CCC(=O)O)c4C=O)C(C)=C3C(O)CCC=C(C)CCC=C(C)CCC=C(C)C.[Fe],1,,AGFDAVHVTSYCNW
NC(CCSCC(N)C(=O)O)C(=O)O,1,,ILRYLPWNYFXEMH
CCCCCCC=CCCCCCCCC(=O)OCC(O)COP(=O)(O)O,1,,GLGQZYWTNAOWHT
O=C(O)C=CCl,1,,MHMUCYJKZUZMNJ
O=c1ccn(C2OC(CO)C(OP(=O)(O)O)C2O)c(=O)[nH]1,1,,FOGRQMPFHUHIGU
N=C(N)NCCCC(N)C(=O)O,1,,ODKSFYDXXFIFQN
[Cl-].OC[C@H]1O[C@@H](OC2=C([O+]=C3C=C(O)C=C(O)C3=C2)C2=CC(O)=C(O)C=C2)[C@H](O)[C@@H](O)[C@@H]1O,1,,YTMNONATNXDQJF
O=C([O-])C(=O)COP(=O)([O-])[O-],1,,LFLUCDOSQPJJBE
O=c1[nH]c(=O)c2[nH]cnc2[nH]1,1,,LRFVTYWOQMYALW
COC1=CC(=CC(OC)=C1O)C1=C(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C=C2C(O)=CC(O)=CC2=[O+]1,1,,PXUQTDZNOHRWLI
OCCO,1,,LYCAIKOWRPUZTN
Cc1ncc(C[n+]2csc(CCOP(=O)(O)O)c2C)c(N)n1,1,,HZSAJDVWZRBGIF
Cc1ncc(C[n+]2csc(CCOP(=O)(O)OP(=O)(O)OP(=O)(O)O)c2C)c(N)n1,1,,IWLROWZYZPNOFC
COC1=CC(=CC(OC)=C1O)C1=C(O[C@@H]2O[C@H](COC(C)=O)[C@@H](O)[C@H](O)[C@H]2O)C=C2C(O)=CC(O)=CC2=[O+]1,1,,WGYWEDJQQFKGID
O=P(O)(O)OC1OC(CO)C(O)C(O)C1O,1,,HXXFSFRBOHSIMQ
O=C(CO)C(O)C(O)C(O)C(O)COP(=O)(O)O,1,,JDTUMPKOJBQPKX
O=C(O)c1cc(O)c(O)c(O)c1,1,,LNTHITQWFMADLM
O=C(O)CCC(O)C(=O)O,1,,HWXBTNAVRSUOJR
O=C(O)c1ccc[n+](C2OC(CO)C(O)C2O)c1,1,,PUEDDPCUCPRQNY
O=C(COP(=O)(O)O)C(O)C(O)C(O)CO,1,,ZKLLSNQJRLJIGT
CCCCCCC=CCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCC=CCCCCCC,1,,RUOVJPPUXXFZPC
CCCCC=CCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC(O)COP(=O)(O)OCC(COC(=O)CCCCCCCCCC=CCCCCCC)OC(=O)CCCCCCCCCC=CCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,1,,MXTWTSFULBBPFV
O=C(O)C(=O)Cc1ccc(O)cc1,1,,KKADPXVIOXHVKN
CC(CO)C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,1,,WWEOGFZEFHPUAM
N=c1c2ncn(C3OC(COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])C(O)C3O)c2ncn1C1OC(COP(=O)([O-])[O-])C(O)C1O,1,,RKNHJBVBFHDXGR
[H][O+]1C2=CC(O)=CC3=C2C(C(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)=C1C1=CC(OC)=C(O)C(OC)=C1)=C(C=O)C(=O)O3,1,,DYYPRYJWENTOEN
O=S(=O)([O-])SS(=O)(=O)[O-],1,,KRURGYOKPVLRHQ
CCCCCCCCC=CCC(O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,1,,KJJPUIFALMAQPF
Cc1ncc(CO)c(CN)c1O,1,,NHZMQXZHNVQTQA
CCCCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCC)COP(=O)(O)OCCN,1,,QVUWNEQTPVMHQT
CC(C)=CCCC(C)C1CCC2C3=C(CCC21C)C1(C)CCC(O)C(C)(C(=O)[O-])C1CC3,1,,MYWAIWDQTCHPTH
O=c1ccn(C2OC(COP(=O)(O)OP(=O)(O)O)C(O)C2O)c(=O)[nH]1,1,,XCCTYIAWTASOJW
CCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OCCN(C)C,1,,UYKJVVNMIAINQV
NC(CS)C(=O)O,1,,XUJNEKJLAYXESH
[S-2],1,,UCKMPCXJQFINFW
C[S+](CCCN)CC1OC(n2cnc3c(N)ncnc32)C(O)C1O,1,,ZUNBITIXDCPNSD
Nc1nc2c(ncn2C2OC(CO)C(O)C2O)c(=O)[nH]1,1,,NYHBQMYGNKIUIF
CCCCCCCCCCCCCCCCCCCC(O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,1,,VNJQSRVXTRJVAZ
CCCCCCC=CCCCCCCCC(=O)OCC(COC(=O)CCCCCCCC=CCCCCCCCC)OC(=O)CCCCCCCC=CCCCCCC,1,,UFHNZOACKFBCOM
CCCCCCCCCCCC=CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,1,,MBCVYCOKMMMWLX
O=C(O)CNC(=O)c1ccccc1O,1,,ONJSZLXSECQROL
CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)NC(CO)C(O)CCCCCCCCCCCCCCC,1,,NWERZHCPHDHUMO
O=C1CC(O)(C(=O)O)CC(O)C1O,1,,WVMWZWGZRAXUBK
CCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)(O)OCCN)OC(=O)CCCCCCCCCCCCCCCCC,1,,LUTADWBBHJXPTH
COc1cc(C=CC(=O)O)ccc1O,1,,KSEBMYQBYZTDHS
CC(C)CCCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C,1,,HVYWMOMLDIMFJA
NCCCCCN,1,,VHRGRCVQAFMJIZ
COC1=CC(=CC=C1O)C1=C(O)C=C2C(O)=CC(O)=CC2=[O+]1,1,,XFDQJKDGGOEYPI
O=C([O-])C(O)COP(=O)([O-])[O-],1,,OSJPPGNTCRNQQC
S.S.[Fe+2].[Fe+2].[SH-].[SH-].[SH-].[SH-],1,,MZMMVZPHZTYDNI
CCCCCCCCC=CCCCCCCCC(=O)OC(CO)COC(=O)CCCCCCCCCCCCCCCCC,1,,SAEPUUXWQQNLGN
CCC(C)C(=O)C(=O)O,1,,JVQYSWDUAOAHFM
O=P([O-])([O-])OP(=O)([O-])OP(=O)([O-])[O-],1,,UNXRWKVEANCORM
Cc1ccc(O)cc1,1,,IWDCLRJOBJJRNH
CCCCCCCCCCCCCCCCCCCCCCC(O)C(=O)NC(COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O)C(O)C(O)CCCCCCCCCCCCCC,1,,HVXJHKJMUGDFHR
CCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)(O)OCCN(C)C)OC(=O)CCCCCCCCCCCCCCCCC,1,,UNGZXXNYKZPVKZ
OC1=CC=C(C=C1)C1=C(O)C(=O)C2=C(O1)C=C(O)C=C2O,1,,IYRMWMYZSQPJKC
NCCCCC(N)C(=O)O,1,,KDXKERNSBIXSRK
NC(N)=NCCCC(N)C(=O)O,1,,ODKSFYDXXFIFQN
CC(C(=O)O)C(O)(CC(=O)O)C(=O)O,1,,YNOXCRMFGMSKIJ
CCCC(=O)CC(=O)O,1,,BDCLDNALSPBWPQ
O=CC(O)C(O)C(O)C(O)CO,1,,GZCGUPFRVQAUEE
O=P(O)(O)OP(=O)(O)O,1,,XPPKVPWEQAFLFU
CCCC(N)C(=O)O,1,,SNDPXSYFESPGGJ
C=C(OC1C=C(C(=O)O)C=CC1N)C(=O)O,1,,OIUJHGOLFKDBSU
CCCCCCCCCC=CC=CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,1,,ULOGSHZMDLRQRY
O=C(O)CCC(=O)O,1,,KDYFGRWQOYBRFD
CCC(C)C(N)C(=O)O,1,,AGPKZVBTJJNPAG
OCC1OC(O)(CO)C(O)C1O,1,,RFSUNEUAIZKAJO
CCCCCCCCCCCCCCCCCCCCCCCCC(O)C(=O)NC(CO)C(O)CCCCCCCCCCCCCCC,1,,BAZWIFLKHLJIPY
Cc1ncc(CO)c(=O)[nH]1,1,,ATTZFOQANXUZIP
CC(=O)OCC(N)C(=O)O,1,,VZXPDPZARILFQX
CCCCCC=O,1,,JARKCYVAAOWBJS
CCCCCOC(=O)CC,1,,TWSRVQVEYJNFKQ
CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCSC(=O)C(=O)O,1,,QVXMZFTWJVBUHP
CCc1cccc(O)c1,1,,HMNKTRSOROOSPP
Nc1nc(NCC(O)C(O)C(O)COP(=O)(O)O)c(N)c(=O)[nH]1,1,,ACIVVGBVOVHFPQ
NC(CCC(=O)OP(=O)(O)O)C(=O)O,1,,PJRXVIJAERNUIP
CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,1,,ATHVAWFAEPLPPQ
OC1=CC(O)=C2C=C(O)C(=[O+]C2=C1)C1=CC=C(O)C(O)=C1,1,,VEVZSMAEJFVWIL
CCCCCCCCCCCCCCCC(=O)OCC(=O)COP(=O)(O)O,1,,MLWXSIMRTQAWHY
CCc1ccc(O)c(OC)c1,1,,CHWNEIVBYREQRF
O=P(O)(O)OCC1OC(CO)(OP(=O)(O)O)C(O)C1O,1,,YXWOAJXNVLXPMU
O=C(O)C(O)Cc1ccc(O)cc1,1,,JVGVDSSUAVXRDY
Cn1cncc1CC(NC(=O)CCN)C(=O)O,1,,MYYIAHXIVFADCU
CCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,1,,QMAMEGDTQPWOEM
