smile,score,sim_smile,inchikey0
CCCCCCC=CCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC(O)COP(=O)(O)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCC=CCCCCCCCC)OC(=O)CCCCCCCC=CCCCCCCCC,1,,LGDQADVRKPMJAT
O=C1CCC(C(=O)O)N1,1,,ODHCTXKNWHHXJC
Cc1cn(C2CC(O)C(CO)O2)c(=O)[nH]c1=O,1,,IQFYYKKMVGJFEH
Nc1nc2c([nH]c(=O)n2C2CC(O)C(COP(=O)(O)O)O2)c(=O)[nH]1,1,,AQIVLFLYHYFRKU
CC(C)C(=O)O,1,,KQNPFQTWMSNSAP
CCCCCCCCCCC=CCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,1,,SSOCUKXLUZQJHU
CC(=O)NCCC=O,1,,ARJPPNFIEQKVBB
O=P(O)(O)OC1C(OP(=O)(O)O)C(OP(=O)(O)O)C(OP(=O)(O)OP(=O)(O)O)C(OP(=O)(O)OP(=O)(O)O)C1OP(=O)(O)O,1,,GXPFHIDIIMSLOF
CC(=O)NC(CO)C(=O)O,1,,JJIHLJJYMXLCOY
CC1=CC=C(O1)C=O,1,,OUDFNZMQXZILJD
Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OCC2OC(OP(=O)(O)O)C(O)C2O)C(O)C1O,1,,CUNFRFHBHMFVPH
O=CNCC(=O)NC1OC(COP(=O)(O)O)C(O)C1O,1,,VDXLUNDMVKSKHO
O=C1OC(C(O)CO)C(O)=C1O,1,,CIWBSHSKHKDKBQ
CCOC(=O)CCC(=O)OCC,1,,DKMROQRQHGEIOW
N=C(NCCCC(N)C(=O)O)NC(CC(=O)O)C(=O)O,1,,KDZOASGQNOPSCU
CCCCCCCCCCCCCCCCCCCCCC(O)C(O)C(=O)NC(COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O)C(O)C(O)CCCCCCCCCCCCCC,1,,YQMSFXBUDJRUEI
CCCCCCC=CCCCCCCCC(=O)OC1CCC2(C)C(=CC=C3C2CCC2(C)C3CCC2C(C)C=CC(C)C(C)C)C1,1,,YNMORHVGYFUEDW
CCCCC=CCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC(O)COP(=O)(O)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCC=CCCCCCC)OC(=O)CCCCCCCCCC=CCCCCCC,1,,GUKLMHFABNBEAW
CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OCCN(C)C,1,,ZSVMWQMKUKDZTH
Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OC(=O)CCCCC2CCSS2)C(O)C1O,1,,QWEGOCJRZOKSOE
COc1ccccc1O,1,,LHGVFZTZFXWLCP
O=CNC(Cc1ccc(O)c(-c2cc(CC(NC=O)C(=O)O)ccc2O)c1)C(=O)O,1,,OUNKRBSXIMLJRR
COC1=CC(=CC(O)=C1O)C1=C(O)C=C2C(O)=CC(O)=CC2=[O+]1,1,,AFOLOMGWVXKIQL
CCCCC=CCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC(O)COP(=O)(O)OCC(COC(=O)CCCCCCCC=CCCCCCCCC)OC(=O)CCCCCCCC=CCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,1,,IXMCTKJMQDBGHS
O=C(O)CCc1c2[nH]c(c1CC(=O)O)Cc1[nH]c(c(CC(=O)O)c1CCC(=O)O)Cc1[nH]c(c(CC(=O)O)c1CCC(=O)O)Cc1[nH]c(c(CC(=O)O)c1CCC(=O)O)C2,1,,QTTNOSKSLATGQB
CCCCC=CCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC(O)COP(=O)(O)OCC(COC(=O)CCCCCCCCCC=CCCCCCC)OC(=O)CCCCCCCC=CCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,1,,KMWHNLBBDQVHOM
NC(Cc1cnc[nH]1)C(=O)O,1,,HNDVDQJCIGZPNO
CCCCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OCC(O)COP(=O)(O)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCC=CCCCCCC,1,,ZMUDCMDSWGALDC
COC1=CC(=CC=C1O)C1=C(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C(=O)C2=C(O1)C=C(O)C=C2O,1,,CQLRUIIRRZYHHS
CCCCCCC=CCCCCCCCC(=O)OC1CCC2(C)C3=C(CCC2C1)C1CCC(C(C)CCC=C(C)C)C1(C)CC3,1,,RKBOCYGCMVZAEZ
Cc1ncc(C[n+]2csc(CCOP(=O)(O)OP(=O)(O)O)c2C)c(N)n1,1,,AYEKOFBPNLCAJY
OC[C@@H](O)[C@H]1O[C@@H](OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C2=CC=C(O)C(O)=C2)[C@H](O)[C@H]1O,1,,OPJZLUXFQFQYAI
O=C(O)C(=O)CC(O)C(O)C(O)COP(=O)(O)O,1,,PJWIPEXIFFQAQZ
C[N+](C)(C)CCOP(=O)([O-])OCC(O)CO,1,,SUHOQUVVVLNYQR
OC1COC(O)C(O)C1O,1,,SRBFZHDQGSBBOR
CC(C)=CCCC(C)C1CCC2C3=C(CCC21C)C1(C)CCC(=O)CC1CC3,1,,AUNLIRXIJAVBNM
OCC1OC(n2cnc3c(O)ncnc32)C(O)C1O,1,,UGQMRVRMYYASKQ
OC1=CC(O)=C2C[C@H](OC(=O)C3=CC(O)=C(O)C(O)=C3)[C@@H](OC2=C1)C1=CC(O)=C(O)C=C1,1,,LSHVYAFMTMFKBA
CCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)(O)O)OC(=O)CCCCCCCC=CCCCCCCCC,1,,HDXXGJAGUJYVES
COc1ccccc1OC,1,,ABDKAPXRBAPSQN
Cc1ccccc1,1,,YXFVVABEGXRONW
Nc1nc(=O)c2[nH]c(=O)n(C3CC(O)C(COP(=O)(O)O)O3)c2[nH]1,1,,AQIVLFLYHYFRKU
CCC(=O)C(=O)O,1,,TYEYBOSBBBHJIV
OCC1OC(OC2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O,1,,GUBGYTABKSRVRQ
O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-],1,,KRKNYBCHXYNGOX
CCCCCCCC(=O)O,1,,WWZKQHOCKIZLMA
CCCCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCC)COP(=O)(O)OCC(O)COP(=O)(O)OCC(COC(=O)CCCCCCCC=CCCCCCC)OC(=O)CCCCCCCC=CCCCCCC,1,,OXSLPPQGEFMHBS
COc1cc(CCO)ccc1O,1,,XHUBSJRBOQIZNI
OCC1(O)OCC(O)C(O)C1O,1,,LKDRXBCSQODPBY
CC(=O)NC1C(OP(=O)(O)O)OC(CO)C(O)C1O,1,,FZLJPEPAYPUMMR
O=C(O)c1cc(=O)[nH]c(=O)[nH]1,1,,PXQPEWDEAKTCGB
O=C([O-])C(=O)[O-],1,,MUBZPKHOEPUJKR
CCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,1,,NVJCJBAXBMGQLD
CC(C)CC(N)C(=O)O,1,,ROHFNLRQFUQHCH
CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(OP(=O)(O)O)C1O,1,,FPKZCWDLBBWPJN
CC(C)=CCCC(C)C1CC=C2C3=C(CCC21C)C1(C)CCC(O)C(C)(C)C1CC3,1,,LFQXEZVYNCBVDO
CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCc1cc(C(=O)O)cc(O)c1O,1,,VEPICJBQCOUQPI
C=C(OC1C=C(C(=O)[O-])C=CC1[NH3+])C(=O)[O-],1,,OIUJHGOLFKDBSU
NC1C(O)OC(CO)C(O)C1O,1,,MSWZFWKMSRAUBD
Cc1ncc(COP(=O)(O)O)c(CN)c1O,1,,ZMJGSOSNSPKHNH
CC(O)(CC(=O)C(=O)[O-])C(=O)[O-],1,,YRWAMSXHYBBHFL
CCCCCC(=O)CC,1,,RHLVCLIPMVJYKS
O=C1OC(COP(=O)(O)O)C(O)C(O)C1O,1,,IJOJIVNDFQSGAB
COc1cccc(OC)c1,1,,DPZNOMCNRMUKPS
CCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)([O-])OC1C(O)C(O)C(O)C(O)C1O,1,,QMAMEGDTQPWOEM
O=C(O)C(O)CO,1,,RBNPOMFGQQGHHO
CC(O)C=O,1,,BSABBBMNWQWLLU
CCCCCCCCC=CC=CCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,1,,QADUDNMSWUFMGZ
COC1=CC(=CC(OC)=C1O)C1=[O+]C2=C(C(C)C3=C4CC(C(O)CC4=C(O)C=C3O)C3=CC(O)=C(O)C=C3)C(O)=CC(O)=C2C=C1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,1,,PDKUNOMSMBMTCT
NC(COP(=O)(O)OCC(O)CO)C(=O)O,1,,ZWZWYGMENQVNFU
CC(=O)OCCc1ccccc1,1,,MDHYEMXUFSJLGV
Nc1ncnc2c1ncn2C1OC2COP(=O)(O)OC2C1O,1,,IVOMOUWHDPKRLL
CC(CO)C(=O)O,1,,DBXBTMSZEOQQDU
O=Cc1cccc(Cl)c1,1,,SRWILAKSARHZPR
CCC(=O)C(O)CC,1,,SKCYVGUCBRYGTE
CC(O)c1ccc(O)cc1,1,,PMRFBLQVGJNGLU
CC(=O)NCCCCN,1,,KLZGKIDSEJWEDW
CCCCCCCCCCCCCCCC(=O)OCC(O)COP(=O)(O)O,1,,YNDYKPRNFWPPFU
[Zn+2],1,,PTFCDOFLOPIGGS
CCCCCCCCC=CCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,1,,BUCIFQOXNYHEOO
[Ca+2],1,,BHPQYMZQTOCNFJ
NC(=O)c1ccc[n+](C2OC(COP(=O)([O-])OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)c1,1,,BAWFJGJZGIEFAR
CCCCCCCCCCCCCCCCCC(=O)OCC(O)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,1,,MXAFDFDAIFZFET
CCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OCC(O)COP(=O)(O)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCC=CCCCCCCCC,1,,HLWJFPGODYNZNR
CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)(O)OP(=O)(O)O,1,,WHKGBQNORGVQHY
CCCCCCC=CCCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCCC=CCCCCCCCC,1,,FWWLDEIJAPIBES
CC(C)CC(=O)C(=O)O,1,,BKAJNAXTPSGJCU
CC(C)(CO)C(O)C(=O)O,1,,OTOIIPJYVQJATP
Cc1cn(C2CC(O)C(COP(=O)(O)OP(=O)(O)O)O2)c(=O)[nH]c1=O,1,,UJLXYODCHAELLY
O=C(O)C=CC(=O)CC(=O)CC(=O)O,1,,GACSIVHAIFQKTC
C=C(C)C1CC=C(C(=O)O)CC1,1,,CDSMSBUVCWHORP
CC(C)=CCOP(=O)(O)OP(=O)(O)O,1,,CBIDRCWHNCKSTO
O=C(CO)COP(=O)([O-])[O-],1,,GNGACRATGGDKBX
CCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COP(=O)(O)OCCN,1,,UIELPOKGTOHFNL
C[N+](C)(C)CCOP(=O)(O)O.[Cl-],1,,PYJNAPOPMIJKJZ
Oc1ccccc1,1,,ISWSIDIOOBJBQZ
O=C(CO)C(O)C(O)C(O)CO,1,,BJHIKXHVCXFQLS
CCCCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCC)COP(=O)(O)OCC(O)COP(=O)(O)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCC=CCCCCCC,1,,BPFNXVVSANUGNR
COC1=CC(=CC(O)=C1O)C1=C(O[C@@H]2O[C@H](COC(C)=O)[C@@H](O)[C@H](O)[C@H]2O)C=C2C(O)=CC(O)=CC2=[O+]1,1,,GPUBWXUQPURXOQ
Cc1ccc(CO)cc1,1,,KMTDMTZBNYGUNX
CC(O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,1,,QHHKKMYHDBRONY
CCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCC)COP(=O)(O)OCCNC,1,,GTKSDKHOEWACIG
OCC1OC(OCC2OC(O)(CO)C(O)C2O)C(O)C(O)C1O,1,,PVXPPJIGRGXGCY
Nc1nc(=O)c2c([nH]1)NCC(CNc1ccc(C(=O)NC(CCC(=O)NC(CCC(=O)NC(CCC(=O)O)C(=O)O)C(=O)O)C(=O)O)cc1)N2,1,,RXWVHRYZTWZATH
Cc1ncc(CO)c(C)c1O,1,,KKOWAYISKWGDBG
O=C1OC(C(O)CO)C(O)C1O,1,,SXZYCXMUPBBULW
CC(=O)NC1C(O)OC(CO)C(COCC2OC(CO)C(COCC3OC(CO)C(O)C(O)C3NC(C)=O)C(O)C2NC(C)=O)C1O,1,,DJHJJVWPFGHIPH
CSCC1OC(n2cnc3c(N)ncnc32)C(O)C1O,1,,WUUGFSXJNOTRMR
CCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O)OC(=O)CCCCCCCC=CCCCCCC,1,,HBPXEBWVNAJRCA
O=C([O-])C(=O)Cc1ccc(O)cc1,1,,KKADPXVIOXHVKN
CCC(=O)O,1,,XBDQKXXYIPTUBI
CC(=O)OC1C(COP(=O)([O-])OP(=O)([O-])OCC2OC(n3cnc4c(N)ncnc43)C(O)C2O)OC(O)C1O,1,,HNHCIVXQBMBKPQ
NCCCC=O,1,,DZQLQEYLEYWJIB
CC(=O)CC(=O)[O-],1,,WDJHALXBUFZDSR
CCCCCCCCCC=CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,1,,IRFYVBULXZMEDE
CCCCC=CCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC(O)COP(=O)(O)OCC(COC(=O)CCCCCCCC=CCCCCCCCC)OC(=O)CCCCCCCCCC=CCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,1,,LJDOYULDWUNSCJ
CCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OCC(O)CO,1,,DJFPNCZPVOWEMA
NC(CCC(=O)NC(CS)C(=O)NCC(=O)O)C(=O)O,1,,RWSXRVCMGQZWBV
O=C(O)C1CCC=N1,1,,DWAKNKKXGALPNW
NC(=O)c1ncn(C2OC(COP(=O)([O-])[O-])C(O)C2O)c1NC=NCC(=O)C(O)C(O)COP(=O)([O-])[O-],1,,BLKFNHOCHNCLII
CC(C(=O)O)=C(CC(=O)O)C(=O)O,1,,NUZLRKBHOBPTQV
CC(=O)C=O,1,,AIJULSRZWUXGPQ
OCC1OC(OCC2OC(O)C(O)C(O)C2O)C(O)C(O)C1O,1,,DLRVVLDZNNYCBX
Nc1ncnc2c1ncn2C1CC(O)C(CO)O1,1,,OLXZPDWKRNYJJZ
O=C1OC(CO)C(O)=C1O,1,,ZZZCUOFIHGPKAK
CCCCCCC=CCCCCCCCC(=O)[O-],1,,SECPZKHBENQXJG
CCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)(O)OCC(O)COP(=O)(O)OCC(COC(=O)CCCCCCCC=CCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCC=CCCCCCC,1,,LEGNGODAXBLKTR
CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOC(=O)c1ccc(O)cc1,1,,YIXNPXUQGCNFPX
CC(C)=CCCC(C)C1CCC2C3=C(CCC21C)C1(C)CCC(O)C(CO)C1CC3,1,,ORZKEIGPXNMCHC
CCCCCC=CCC=CCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-],1,,YECLLIMZHNYFCK
CCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)(O)OP(=O)(O)OCC1OC(n2ccc(N)nc2=O)C(O)C1O)OC(=O)CCCCCCCC=CCCCCCCCC,1,,HVDFATBGVREBQF
OCC(O)CO,1,,PEDCQBHIVMGVHV
NC(=O)NC(NC(N)=O)C(=O)[O-],1,,NUCLJNSWZCHRKL
O=P(O)(O)OC1C(O)C(O)C(OP(=O)(O)O)C(O)C1O,1,,PELZSPZCXGTUMR
COc1cc(C=O)ccc1O,1,,MWOOGOJBHIARFG
CC=CCCCOC(C)=O,1,,SXIMDPDAXHQFFD
CCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)(O)OP(=O)(O)OCC1OC(n2ccc(N)nc2=O)C(O)C1O)OC(=O)CCCCCCCCCCCCCCCCC,1,,JXCQLOJVDVANRN
CC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O,1,,DZTHIGRZJZPRDV
C[N+](C)(C)CCO,1,,OEYIOHPDSNJKLS
[NH2+]=C(CNC=O)NC1OC(COP(=O)([O-])[O-])C(O)C1O,1,,PMCOGCVKOAOZQM
O=P(O)(O)OCC1OC(OP(=O)(O)O)C(O)C(O)C1O,1,,RWHOZGRAXYWRNX
COC1=C(O)C=CC(=C1)C1=C(O[C@@H]2O[C@H](COC(=O)\C=C\C3=CC=C(O)C=C3)[C@@H](O)[C@H](O)[C@H]2O)C=C2C(O)=CC(O)=CC2=[O+]1,1,,MFHMTMFSFNMTFQ
O=C(O)C=Cc1ccc(O)cc1,1,,NGSWKAQJJWESNS
CCCCCC(=O)O,1,,FUZZWVXGSFPDMH
C[S+](C)CCC(N)C(=O)O,1,,YDBYJHTYSHBBAU
O=C(O)CC(=O)O,1,,OFOBLEOULBTSOW
NC(=O)c1ncn(C2OC(COP(=O)(O)O)C(O)C2O)c1N,1,,NOTGFIUVDGNKRI
CCCCCCCCC=CCCCCCCCC(=O)OC1CCC2(C)C3=C(CCC2C1(C)C)C1(C)CCC(C(C)CCC=C(C)C)C1(C)CC3,1,,DKYFEOWQCCNWLB
CC(O)(C(=O)O)C(CC(=O)O)C(=O)O,1,,HHKPKXCSHMJWCF
CCCCCC=CCC=CCCCCCCCC(=O)[O-],1,,OYHQOLUKZRVURQ
CCCCCCCCCCCCCCCCCC(=O)[O-],1,,QIQXTHQIDYTFRH
COC(=O)C(C)C,1,,BHIWKHZACMWKOJ
CCCCC=CCCCCCCCCCC(=O)OCC(COP(=O)(O)OCCN(C)C)OC(=O)CCCCCCCCCC=CCCCCCC,1,,QUBXCASBYWFFRW
Nc1ncnc2c1ncn2C1OC(CO)C(OP(=O)(O)O)C1O,1,,LNQVTSROQXJCDD
CC(C)=CCCC(C)=CCCC(C)=CC=O,1,,YHRUHBBTQZKMEX
OCc1cccc(O)c1,1,,OKVJCVWFVRATSG
COC1=C(O)C=CC(=C1)C1=C(O)C(=O)C2=C(O)C=C(O)C=C2O1,1,,IZQSVPBOUDKVDZ
CCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCC)COP(=O)(O)OCC(O)CO,1,,RTBLHFWFTZNXJJ
NC(=O)OP(=O)(O)O,1,,FFQKYPRQEYGKAF
CCCCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCC)COP(=O)(O)OCC(O)CO,1,,KSRFAXYFDXHNDB
O=C(O)C1CC(O)CN1,1,,PMMYEEVYMWASQN
[O]c1ccc(O)cc1,1,,XLHUBROMZOAQMV
CC(C)CCOC(=O)C(C)O,1,,CRORGGSWAKIXSA
CCCCCCCC(=O)OCC,1,,YYZUSRORWSJGET
CCCCCCCCCCCCCCCCCCCCCC(O)C(O)C(=O)NC(CO)C(O)C(O)CCCCCCCCCCCCCC,1,,CTYJERKZRBECCL
C[N+](C)(C)CCOP(=O)(O)OCC(O)CO,1,,SUHOQUVVVLNYQR
NC(CS)C(=O)NCC(=O)O,1,,ZUKPVRWZDMRIEO
CCCCCCCCCCCCCCCCCC(=O)OCC(O)COP(=O)(O)OCC(N)C(=O)O,1,,ZPDQFUYPBVXUKS
[Fe+2],1,,CWYNVVGOOAEACU
[Mn+2],1,,WAEMQWOKJMHJLA
O=C(O)c1cc(=O)c2cccc(O)c2[nH]1,1,,FBZONXHGGPHHIY
CCCCCCCCCCCCCCCCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,1,,JJSJTIWFKNSCHC
CCCCC=CCCCCCCCCCC(=O)OCC(COP(=O)(O)OCCN(C)C)OC(=O)CCCCCCCCCCCCCCCCC,1,,IAYGUISBYBXQDQ
CC(=O)NCCCNCCCCNCCCN,1,,GUNURVWAJRRUAV
CCCCC=CCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC(O)COP(=O)(O)OCC(COC(=O)CCCCCCCCCC=CCCCC)OC(=O)CCCCCCCCCC=CCCCC)OC(=O)CCCCCCCC=CCCCCCCCC,1,,ZGVKJPLDNWSHQN
CCCCC=CCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC(O)COP(=O)(O)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCC=CCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,1,,VOSRKAFLRVWVRS
Nc1nc2c(ncn2C2OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C2O)c(=O)[nH]1,1,,XKMLYUALXHKNFT
CCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OCC(O)COP(=O)(O)OCC(COC(=O)CCCCCCCC=CCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,1,,RLWCNPMOKSGGAI
Nc1nc2c(c(=O)[nH]1)N=C(CNc1ccc(C(=O)O)cc1)CN2,1,,WBFYVDCHGVNRBH
CC(=O)OCc1ccccc1,1,,QUKGYYKBILRGFE
O=C(O)c1ccccc1O,1,,YGSDEFSMJLZEOE
CCc1ccc(O)cc1,1,,HXDOZKJGKXYMEW
CCCCCCCCCCCCCCCC(O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,1,,WZMAIEGYXCOYSH
O=CO,1,,BDAGIHXWWSANSR
CC(=O)NC(C)C(=O)O,1,,KTHDTJVBEPMMGL
O=S(=O)(O)CCO,1,,SUMDYPCJJOFFON
COc1cc(C(=O)O)cc(OC)c1O,1,,JMSVCTWVEWCHDZ
CCCCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OCCNC,1,,ROARNVGCLDIFFV
O=C(O)C1OC(O)C(O)C(O)C1O,1,,AEMOLEFTQBMNLQ
COC1=CC(=CC(O)=C1O)C1=C(O[C@@H]2O[C@H](COC(=O)\C=C\C3=CC=C(O)C=C3)[C@@H](O)[C@H](O)[C@H]2O)C=C2C(O)=CC(O)=CC2=[O+]1,1,,KTFQEFWNLAUGAX
O=P(O)(O)OCC(O)C(O)c1cnc[nH]1,1,,HFYBTHCYPKEDQQ
CCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,1,,MNBKLUUYKPBKDU
CCC(C)C(=O)[O-],1,,WLAMNBDJUVNPJU
CC(C)C(C(=O)[O-])C(O)C(=O)[O-],1,,RNQHMTFBUSSBJQ
CCC(O)(C(C)=O)C(=O)O,1,,VUQLHQFKACOHNZ
CCCCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)(O)O)OC(=O)CCCCCCCC=CCCCCCCCC,1,,MHUWZNTUIIFHAS
O=C(O)CC(Nc1ncnc2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O)C(=O)O,1,,OFBHPPMPBOJXRT
CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)O,1,,XMHIUKTWLZUKEX
CCCCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COP(=O)(O)OCC(O)COP(=O)(O)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCC=CCCCCCCCC,1,,DJZIBAFDHSYCOQ
Nc1cc[nH]c(=O)n1,1,,OPTASPLRGRRNAP
CCC(=O)C(=O)[O-],1,,TYEYBOSBBBHJIV
Nc1nc2c(ncn2C2OC(CO)C(OP(=O)(O)O)C2O)c(=O)[nH]1,1,,ZDPUTNZENXVHJC
OC[C@H]1O[C@@H](OC2=C([O+]=C3C=C(O)C=C(O)C3=C2)C2=CC(O)=C(O)C(O)=C2)[C@H](O)[C@@H](O)[C@@H]1O,1,,XENHPQQLDPAYIJ
CCCCCCC=CCCCCCCCC(=O)OC(CO)COC(=O)CCCCCCCC=CCCCCCCCC,1,,PFIBPRNWUYNCLJ
CCCCCCCCCCCCCCCCCCCCCC(=O)[O-],1,,UKMSUNONTOPOIO
CCCCCCCCC=CCCCCCCCC(=O)OCC(=O)COP(=O)([O-])[O-],1,,YZKFNNQAEBNCEN
CCCC(O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-],1,,VAAHKRMGOFIORX
NCCSP(=O)(O)O,1,,RZPNFYXFSHGGBE
CCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OCC(O)COP(=O)(O)OCC(COC(=O)CCCCCCCC=CCCCCCCCC)OC(=O)CCCCCCCC=CCCCCCCCC,1,,RINNQSJWQUKHOK
CCCCCCCCCCCCCCCCCC(=O)OCC(O)COP(=O)([O-])OCC[N+](C)(C)C,1,,IHNKQIMGVNPMTC
NC1C(OC2C(O)C(O)C(O)C(O)C2OP(=O)(O)OCC(COC=O)OC=O)OC(CO)C(O)C1O,1,,KMXDCNYDSLACTP
CC(=O)NC1C(O)OC(COP(=O)(O)O)C(O)C1O,1,,BRGMHAYQAZFZDJ
